id,title,bio,date,url,image,events,slug
4920,Blanca Alicia Vargas,"Científica de datos que desde hace 4 años hizo la transición del medio académico a la industria. Mis áreas de aplicación han sido los sistemas de recomendación y la mejora de procesos mediante análisis y modelos de Machine Learning. Cuento con un doctorado en Ciencias Computacionales por el INAOE, concentrando mi investigación en machine learning y minería de datos.",2019-01-22,/speaker/blanca-alicia-vargas/,/images/speakers/2019/01/blanca-vargas.jpg,"2019cdmx,2020",blanca-alicia-vargas
4927,León Palafox,"Realicé mis estudios de Licenciatura en la Facultad de Ingeniería de la UNAM y Maestría y Doctorado en la Universidad de Tokio, Japón. He hecho estancias postdoctorales en la UCLA y en la Universidad de Arizona, aplicando Machine Learning a problemas de Neurociencias y de Ciencias Planetarias.

Realicé trabajo como consultor de Ciencia de Datos para diversas entidades tanto privadas como públicas en México.

Actualmente me dedico a utilizar metodologías de Machine Learning para atender e identificar problemas socioeconómicos.",2019-01-24,/speaker/leon-palafox/,/images/speakers/2019/01/leon-palafox.jpg,2019cdmx,leon-palafox
4929,José Ignacio Domínguez,"José Ignacio es un experto en Inteligencia de Mercados, Estrategia de Marketing y en conectar ambas. A lo largo de su carrera ha ocupado puestos directivos en empresas como Cervecería Cuauhtémoc Moctezuma y Grupo Financiero Banorte. También estableció su propia agencia de publicidad, Criterio y Creatividad Publicitaria, y ha sido asesor de empresas como British American Tobacco, Cadena Comercial OXXO, Cemex, Gonher, HEB, LTH, Vector Casa de Bolsa, Vitro y Whirlpool, entre otras. José Ignacio también es invitado con frecuencia a impartir cursos y seminarios por instituciones como la Egade Business School, la Universidad de Monterrey y el Centro Internacional de Capacitación Empresarial.",2019-01-24,/speaker/jose-ignacio-dominguez/,/images/speakers/2019/01/joseidom.jpg,"2019cdmx,2019mty",jose-ignacio-dominguez
4939,Victor González,"Víctor es Gerente de Innovación en ConCredito, en Culiacán, Sinaloa. Ha sido Maestro de Cátedra en la Universidad Tecmilenio y el Tec de Monterrey Campus Sinaloa.",2019-01-24,/speaker/victor-gonzalez/,/images/speakers/2019/01/victor-gonzalez.jpeg,2019cdmx,victor-gonzalez
4944,Manlio Rolón,"Economista del ITAM y MBA del IPADE, entusiasta del Data Science, Business Intelligence y Big Data, que ha utilizado infinidad de herramientas para analizar datos (STATA, MATLAB, e-views, Qlickview, Tableau, SAS). Cuento con 9 años de experiencia en el manejo del lenguaje DAX y en el uso de las tecnologías de Data Management de Microsoft, además de contar con una solida carrera como Financiero y actualmente como Emprendedor.

He trabajado directamente en implementaciones de Business Intelligence de autoservicio y en rápidas implementaciones de proyectos a nivel corporativo. En noviembre de 2018 gané el reto """"HackCDMX: Donadores de datos"""", en la categoria de Visualización y Analisis de Datos en Seguridad Vial organizado por LabCDMX.",2019-01-24,/speaker/manlio-rolon/,/images/speakers/2019/01/manlio-rolon2.jpg|/images/speakers/2019/01/manlio-rolon.jpeg,2019cdmx,manlio-rolon
4946,Enrique Ruiz,"Soy arquitecto de formación por la UNAM, y posteriormente me introduje en la programación y el diseño digital. Intento entender problemas y contar historias con el uso de los datos, el diseño y la tecnología.

Trabajo en proyectos que integran arquitectura, diseño, modelado 3D, sistemas de información geográfica y análisis y visualización de datos.",2019-01-24,/speaker/enrique-luis-durazo/,/images/speakers/2019/01/enrique-ruiz.jpeg,2019cdmx,enrique-luis-durazo
4949,Edwin Chazaro,"Chief Data Officer en Rich IT y Re-search analytics. Egresado de la maestría en ciencia de datos del ITAM, profesor de la maestría en alta dirección de la UNAM. Socio en fondos de inversion privados como Backdoor capital, Haxcap y Re-tech.",2019-01-24,/speaker/edwin-chazaro/,/images/speakers/2019/01/edwin-chazaro.jpeg,2019cdmx,edwin-chazaro
4952,Antonio Manguart,Mi nombre es Antonio Manguart Páez y estudié Ingeniería Financiera en ITESO. Durante mis últimos años de carrera me especialicé en Machine Learning y colaboré con distintos proyectos. Me integre a Kueski como becario en mi último año de carrera y durante 3 años y medio he laborado como Data Scientist y esto me ha dado la oportunidad de ver cómo el equipo ha ido evolucionando y adaptando mejores prácticas para desarrollar modelos. Desde Agosto de 2018 empecé a estudiar la Maestría en Ciencia de Datos del ITAM.,2019-01-24,/speaker/antonio-manguart/,/images/speakers/2019/01/antonio-manguart.jpg,2019cdmx,antonio-manguart
4958,Jacobo González,"Jacobo actualmente estudia la Maestría en Tecnología Avanzada en la UPIITA del IPN, especializándose en la aplicación de machine learning y minería de datos para análisis social y geográfico.",2019-01-24,/speaker/jacobo-gonzalez/,/images/speakers/2019/01/jacobo-gonzalez.jpg,2019cdmx,jacobo-gonzalez
4961,Eva Sasson,"Eva Sasson is a Product Marketer at Sentry.io, an open source &amp; SAS startup that supports developers to strengthen the code they build. In addition to working at Sentry and advising impact startups, Sasson has an MSc in Business Analytics and Management Science from University College London, where she explored building data science models in Python and dove into a handful of subjects from bias in machine learning to prediction models. Sasson presented about Network Graphs at the Sunbelt Conference in Utrecht, Netherlands and Pycon Canada in addition to speaking engagements at the United Nations Human Rights Counsel in Geneva, and at the startup conferences in Silicon Valley, Mobile Beat and Demo. A college entrepreneur and technical product marketer, Sasson’s passion is to support women and underrepresented communities in tech, in addition to transitioning to a zero waste lifestyle and keeping lots of things in jars.",2019-01-24,/speaker/eva-sasson/,/images/speakers/2019/01/eva-sasson.jpeg,2019cdmx,eva-sasson
4964,Rachael Ferguson,"An avid lover of data, plants, Python, and sunlight. In machine learning I have found an environment where I can explore my passion, the overlap of art and technology.",2019-01-24,/speaker/rachael-ferguson/,/images/speakers/2019/01/rachael-ferguson.jpg,2019cdmx,rachael-ferguson
4967,Victoriya Kalmanovich,"My name is Victoriya Kalmanovich , and I am an R&amp;D group lead at a large corporation in Israel. I specialize in healing failing work environments, by addressing them as failing startup companies. I promote and lead innovative and broad processes throughout the organization.

In my day-to-day experience, I deal with all technological issues, product management, budgets and client handling.

I am an education enthusiast, and often use educational directives as a part of my management strategies. I am a firm believer of deploying data science in every possible project. I have organized a successful data science hackathon and am now working on forming a data science community within the organization. I love writing and lecturing on management, leadership and workplace challenges.",2019-01-24,/speaker/victoriya-kalmanovich/,/images/speakers/2019/01/victoriya.jpg,2019cdmx,victoriya-kalmanovich
4971,Héctor Iván Patricio,"Héctor es un desarrollador de software que cuenta con 7 años de experiencia profesional, principalmente en el sector de e-commerce.

Actualmente está desarrollando sus habilidades de ingeniería y análisis de datos y le gusta compartir su camino de aprendizaje con las comunidad.",2019-01-24,/speaker/hector-ivan-patricio/,/images/speakers/2019/01/hectorip.jpg,2019cdmx,hector-ivan-patricio
4974,Alejandro Vergara,"Apasionado por la tecnología y la solución de problemas, desarrollador de aplicaciones, arquitecto de soluciones.

He dedicado los últimos 7 años a la implementación y coordinación de proyectos de análisis de datos y adquisiciones en gobierno.",2019-01-24,/speaker/alejandro-vergara/,/images/speakers/2019/01/alejandro-vergara.jpg,2019cdmx,alejandro-vergara
5016,Juan Carlos Olivares,"Juan Carlos es Profesor en el Departamento de Sistemas Computacionales del Instituto Tecnológico de Morelia. Actualmente realiza sus estudios e investigación hacia un Doctorado en Ciencias. Sus áreas de especialidad incluyen ingeniería de software, sistemas distribuidos, redes y tecnologías web.",2019-01-24,/speaker/juan-carlos-olivares/,/images/speakers/2019/01/juan_sitio.png|/images/speakers/2019/01/jcolivares.jpg,2019cdmx,juan-carlos-olivares
5018,Francisco Padilla,"Pako es cofundador y CTO de Konfío, una de las fintech startups líderes en México. Previamente, colaboró 7 años en Microstrategy basado en Nueva York atendiendo clientes del sector financiero y de aseguradoras.",2019-01-24,/speaker/francisco-padilla/,/images/speakers/2019/01/fpadilla.jpg,2019cdmx,francisco-padilla
5059,Julio Flores,"Julio Flores actualmente es el Director de Servicios Profesionales de PASS-Infórmese México. Es egresado de la Universidad Nacional Autónoma de México, con un diplomado en Estadística Aplicada por el ITAM. Desde hace 18 años ha participado en proyectos de consultoría y de capacitación para diversos clientes. Está certificado en herramientas de análisis predictivo, tales como IBM SPSS Statistics e IBM SPSS Modeler.",2019-01-30,/speaker/julio-flores/,/images/speakers/2019/01/Julio-Flores_negro.jpg|/images/speakers/2019/01/Julio-Flores.jpg,2019cdmx,julio-flores
5091,Paola Villarreal,"Paola es una programadora autodidacta que tiene 20 años jugando y trabajando con ""cosas abiertas"" en gobierno, ONGs y sector privado. Actualmente es Coordinadora de Ciencia de Datos en Conacyt. Su principal pasión es explorar cómo aprovechar la tecnología y apertura de datos para fortalecer los derechos humanos.

En 2018 fue reconocida por MIT Technology Review como ""Innovator Under 35"" y ""Visionary of the Year"" por su trabajo en la intersección de ciencia de datos y justicia en colaboración con la American Civil Liberties Union (ACLU) en Massachussets. También es colaboradora del Berkman Klein Center for Internet and Society en la Universidad de Harvard. Previamente fue Directora de Ingeniería de Producto para Creative Commons, Directora de Tecnología en el Laboratorio para la Ciudad de México y desarrolladora iOS para Xamarin, entre otros.",2019-02-14,/speaker/paola-villarreal/,/images/speakers/2019/02/paw.jpg,2019cdmx,paola-villarreal
5097,Carlos López Nataren,"Actuario; me gusta el análisis de datos y la graficación de datos cuantitativos. Soy partidario del software libre, en particular de R. Tengo el privilegio de trabajar como técnico académico en el Instituto de Física de la UNAM, donde abogo por el uso de herramientas de software libre en el área de cómputo de alto rendimiento. Imparto en Coursera el 1er curso de R en Español de la plataforma.",2019-02-14,/speaker/carlos-lopez-nataren/,/images/speakers/2019/02/nataren2.jpg,2019cdmx,carlos-lopez-nataren
5102,Eduardo Ramírez,"Eduardo H. Ramírez, Ph.D. es Doctor en Sistemas Inteligentes por el ITESM. Colaboró en Yahoo Research y Microsoft Research en detección de Web Spam y Calidad de Búsqueda. Es Socio fundador y Director de Analítica de Ensitech de México, llevando a cabo proyectos de ciencia de datos para empresas líderes en México. Es consejero del Centro de Vinculación Tecnológica de CAINTRA, fundador de la comunidad de Ciencia de Datos en Monterrey y colaborador en medios como Forbes, Economía Hoy y SG Software Guru.",2019-02-14,/speaker/eduardo-ramirez/,/images/speakers/2019/02/Eduardo.jpg|/images/speakers/2019/02/ehramirez.jpeg,"2019cdmx,2019mty,2020",eduardo-ramirez
5107,Enrique Bonilla,"Enrique Bonilla is a Data scientist &amp; Product owner at DPA. He has a BSc in Applied Mathematics at Instituto Tecnológico Autónomo de México (ITAM) and an MSc in Data Science at The University of Edinburgh’s School of Informatics. He has working experience in multiple Machine Learning and Statistics related areas, such as Market Research, Data Cleaning, Research and Development, Satellite Image Analysis, and Product Deployment.

He has also participated as a speaker in multiple conferences and meetings, where he talked about work-related projects, ethics in Data Science, and personal projects such as Music Classification with Machine Learning.d de datos.",2019-02-14,/speaker/enrique-bonilla/,/images/speakers/2019/02/Enrique-Bonilla-1.jpeg|/images/speakers/2019/02/enrique-bonilla.jpeg,"2019cdmx,2021",enrique-bonilla
5110,Jorge Nájera,"Licenciado en Economía, y Maestro en Administración y Negocios. Me desempeño como Consultor Independiente en Ciencia de Datos y Análisis Cuantitativo Big Data. Experto en el manejo de Pronósticos Estratégicos y el análisis del negocio con métodos Econométricos. Certificado en Ciencia de Datos en R por la universidad de Harvard.
Soy Fundador y consultor de proyectos analíticos en Train to Trade; empresa 100% Mexicana que se encarga de brindar servicios de consultoría, cursos y capacitaciones en proyectos de Ciencia y Minería de Datos con enfoque empresarial, ayudando a aprovechar al máximo los datos y generar importantes estrategias empresariales que mejoren el funcionamiento del negocio. 
También soy autor del libro ""Pronósticos Estratégicos de Series de Tiempo: Metodología practica para Economistas, Administradores y Científico de Datos"".",2019-02-14,/speaker/jorge-najera/,/images/speakers/2019/02/jorge-najera.jpeg,"2019cdmx,2021",jorge-najera
5232,Alberto Méndez,"Alberto actualmente se desempeña como gerente de desarrollo de negocios en MongoDB para Latinoamérica. Es Ingeniero en Telemática por la Universidad de Jaén (España) y cuenta con una maestría por la misma universidad, así como estudios de posgrado en la Universidad de Aalborg. Profesionalmente, ha laborado por más de 9 años en el desarrollo de negocios en el sector tecnología para la región de América Latina.",2019-03-04,/speaker/alberto-mendez/,/images/speakers/2019/03/alberto-mendez.jpeg,2019cdmx,alberto-mendez
5241,Hugo Arredondo,"Hugo Arredondo es el Ingeniero de Ventas de Snowflake para América Latina. Habiendo trabajado para MicroStrategy por más de una década, tiene más de 14 años de experiencia en el área de Análisis de Datos diseñado, implementado y soportado soluciones analiticas para compañías de alcance global.",2019-03-05,/speaker/hugo-arredondo/,/images/speakers/2019/03/hugo_arredondo.jpg,2019mty,hugo-arredondo
5286,Glaucia Lemos,"Glaucia Lemos es Cloud Advocate en Microsoft para Latinoamérica, y vive en Rio de Janeiro, Brasil. Contribuye frecuentemente en proyectos open source y actualmente es miembra de la Fundación Node.js y la comunidad React. También participa activamente en la comunidad WoMakersCode para inspirar a más mujeres a perseguir una carrera en tecnología. ",2019-03-19,/speaker/glaucia-lemos/,/images/speakers/2019/03/glaucia-lemos.png,2019cdmx,glaucia-lemos
5288,Rafael Coss,"Rafael es un creador de comunidad H2O.ai y Product Marketing. Antes de unirse a H2O.ai, fue director técnico de marketing y comunidad y advocate de desarrolladores en Hortonworks. También fue el co-presidente del programa de la DataWorks Summit durante 3 años. Antes de Hortonworks, fue Senior Solution Architect y Manager del equipo WW Big Data Enablement de IBM. En IBM fue responsable de la habilitación técnica del producto para BigInsights y Streams.",2020-07-15,/speaker/rafael-coss/,/images/speakers/2019/03/rafael-coss.jpg,2021,rafael-coss
5290,Leobardo Morales,"Leobardo es Ejecutivo de Desarrollo de Negocio en IBM enfocado en el área de inteligencia artificial. Previamente se desempeñó en la misma empresa como gerente de marca para servidores y líder técnico para sistemas Power, y ha sido embajador e instructor de la IBM Academic Initiative por 10 años.",2019-03-19,/speaker/leobardo-morales/,/images/speakers/2019/03/leobardo.jpeg,2019cdmx,leobardo-morales
5461,Armando Flores,"Armando Flores se formó en una Licenciatura en Física y Matemáticas en Escuela Superior de Física y Matemáticas del IPN. Cuenta además con una Maestría en Ciencias con especialidad en Probabilidad y Estadística en el Centro de Investigación de Matemáticas (CIMAT).

Ha realizado consultoría especializada en investigación de mercados a empresas nacionales e internacionales. Tiene experiencia en el diseño de metodologías y técnicas analíticas para la evaluación de productos, desarrollo de estrategias, además de realizar coaching a equipos multidisciplinarios, impartir cursos de estadística y realizar un cercano acompañamiento para la implementación de estrategias en proyectos internacionales.",2019-09-23,/speaker/armando-flores/,/images/speakers/2019/09/armando_flores.jpg|/images/speakers/2019/09/generic-man.png,2019mty,armando-flores
5465,José Antonio García Ramirez,"Actualmente me desempeño como científico de datos en Kinedu, egresado de la maestría en cómputo estadístico en CIMAT Monterrey. Analista de datos con interés de aplicar y desarrollar modelos estadísticos y de aprendizaje máquina en gran escala. Laboro en el SAT en el área de modelos de riesgo. Anteriormente en Banxico realizó análisis de imágenes y reconocimiento estadístico de patrones. Orgulloso MAC, en su tiempo libre se dedica a difundir el vínculo entre la estadística y el cómputo. El verano pasado asistió al Summer Institute in Statistics and Modeling in Infectious Diseases en la Universidad de Washington.",2019-09-25,/speaker/jose-antonio-garcia-ramirez-2/,/images/speakers/2019/09/ja_garcia.jpg,"2019cdmx,2019mty",jose-antonio-garcia-ramirez-2
5467,Aldo Valadez,"Aldo cuenta con más de 20 años de experiencia. (Retail, Logística, IT y banca) Actualmente a cargo del esfuerzo de analítica avanzada e inteligencia artificial para Banregio y Hey Banco.",2019-09-25,/speaker/aldo-valadez/,/images/speakers/2019/09/aldo_valadez.jpg,"2019mty,2021",aldo-valadez
5468,Juan Baldemar Garza Villegas,"Ingeniero Mecánico Administrador con Maestría en Administración y Doctorado con línea de investigación en Analítica, Calidad, Mejora Continua e Innovación, por la Universidad Autónoma de Nuevo León.

Consultor con más de 18 años de experiencia en temas de analítica y ciencia de datos, calidad, productividad, mejora continua, analítica descriptiva y predictiva de negocios en diferentes organizaciones como el sector industrial, comercial, servicios, gobierno y salud. Participa también como Profesor e Investigador de Posgrado y cuerpo de instructores del Diplomado de Data Science en la UDEM.

&nbsp;",2019-09-25,/speaker/juan-baldemar-garza-villegas/,/images/speakers/2019/09/juan_baldemar.jpg,2019mty,juan-baldemar-garza-villegas
5470,Octavio Sánchez,"Octavio es CEO de Livestock Analytics, socio director de TIS Consulting Group y co-fundador de Point software punto de venta. Es Ingeniero Industrial del Tec de Monterrey y tiene una maestría en Ingeniería Industrial e Investigación de Operaciones por la Arizona State University. Ha desarrollado proyectos y soluciones analíticas en los sectores de comercio, manufactura, automotriz, aeroespacial, y logística, entre otros.",2019-09-25,/speaker/octavio-sanchez/,/images/speakers/2019/09/octavio_sanchez.jpg,2019mty,octavio-sanchez
5472,José González Ayerdi,"Forma parte del equipo de Analítica Avanzada en el área de Inteligencia Comercial de Banregio.

Trabajó en proyectos de investigación con el Statistical Relational AI
and Machine Learning Lab de la Universidad de Texas en Dallas y con el
Grupo de Investigación en Sistemas Inteligentes del ITESM.
Anteriormente colaboró en Valiot con proyectos de Industria 4.0.

Es Ingeniero en Tecnologías Computacionales por el Tecnológico de Monterrey con orientación parcial en Sistemas Inteligentes.",2019-09-26,/speaker/jose-gonzalez-ayerdi/,/images/speakers/2019/09/josegzza.jpg,2019mty,jose-gonzalez-ayerdi
5481,Marilú Lopez,"Marilú es consultora de Gestión de Datos, presidenta de DAMA (Data Management Association) Capítulo México y Coordinadora Regional de DAMA International para América Latina. Trabajó durante más de 30 años en el sector financiero en uno de los bancos líderes en México, de los cuales 10 años se centraron en el desarrollo de prácticas de Gestión de Datos. Es Ingeniera en Computación por la UNAM y tiene un MBA por la IPADE. Ha dedicado los últimos cinco años a trabajar en la evaluación y remediación de la calidad de los datos de los clientes. Es cofundadora de DAMA Capítulo México, asociación que ha   liderado durante 3 años. Es ponente de conferencias y apasionada de la Gestión de Datos.",2019-09-26,/speaker/marilu-lopez/,/images/speakers/2019/09/marilu-lopez.jpg,2019mty,marilu-lopez
5484,Juana Martínez,"Ingeniera en Sistemas Computacionales CoFundadora de Women in Data Science, Power and Engineering

Apasionada por la tecnología y demostrar como esta nos ayuda a encontrar que siempre hay una manera más eficaz, mejor y sencilla de hacer las cosas, es una de mis grandes metas en la vida; tanto personal, como profesionalmente. Dejar en claro que el principal beneficio de ejercer lo que amas es ser tú mismo ya que esto te hace ser más creativo y entrar en un círculo de renovación continuo que no solo te hace feliz, aun mejor, beneficia a tus clientes. La parte del pago del esfuerzo debe ser la libertad de ayudar a otros a descubrirse y crecer.",2019-09-26,/speaker/juana-martinez/,/images/speakers/2019/09/juana_martinez.jpg,"2019mty,2021",juana-martinez
5488,Pedro Vallejo Castillo,"Pedro es fundador de Datlas, una startup enfocada en analítica de datos. Su experiencia e intereses giran alrededor del análisis de datos, desarrollo de estrategia, y toma de decisiones aplicando datos de mercado.

Algunas de sus herramientas favoritas y principales áreas de interes son:
<ul>
 	<li>Bases de datos transaccionales, sociales, comerciales y macroeconómicas</li>
 	<li>Inteligencia de mercados</li>
 	<li>Estadística</li>
 	<li>Mesas de discusión y propuestas estratégicas</li>
</ul>",2019-01-14,/speaker/pedro-vallejo-castillo/,/images/speakers/2019/09/pedro_vallejo.jpg,,pedro-vallejo-castillo
5506,Miriam Rojas-Luis,Miriam es Maestra en Ciencias (Astrofísica) por el Instituto de Astronomía de la UNAM. Desde 2018 pertenece a la red de profesores AstroBVI en Latinoamérica con el objetivo de acercar la astronomía a personas con discapacidad visual. Actualmente trabaja como analista de datos en CEMEX Monterrey.,2019-10-14,/speaker/miriam-rojas-luis/,/images/speakers/2019/10/miriam-rojas.jpg,2019mty,miriam-rojas-luis
5511,David Puente,"David Puente actualmente dirige el departamento de Analítica Avanzada en Arca Continental, operando en 5 países. Durante los últimos diez años David se ha desempeñado en la industria de bebidas refrescantes en las áreas de inteligencia de negocios, pricing, gestión de marca y ciencia de datos.",2019-10-15,/speaker/david-puente/,/images/speakers/2019/10/david-puente.jpg,2019mty,david-puente
5513,Raúl Castro,"Raúl Castro es líder de Data Science en Arca Continental. Previamente se desempeñó como cientifico de datos en Cemex. Raúl también es profesor de cátedra en el Tec de Monterrey. Cuenta con una maestría en data analytics por el Georgia Institute of Technology, y es amante de la pizza, la cerveza y Netflix.",2020-02-07,/speaker/raul-castro/,/images/speakers/2019/10/Raul.png|/images/speakers/2019/10/raul-castro.jpg,,raul-castro
5516,Sergio Nieto,"<div>Sergio es Matemático, hecho en la Facultad de Ciencias de la UNAM. Desde hace 4 años trabaja con equipos de investigación y desarrollo e inteligencia de negocios, sobre todo en el área de ciencia de datos.</div>
<div>Sus intereses principales son el aprendizaje automático y su relación con áreas de las Matemáticas como la Geometría y la Topología. Actualmente trabaja como Científico de Datos en Datank</div>",2019-10-25,/speaker/sergio-nieto/,/images/speakers/2019/10/Sergio-Nieto.png|/images/speakers/2019/10/qSergio.jpg,2019mty,sergio-nieto
5517,José de Jesús Rocha,"José es un científico de datos con más de 10 años de experiencia principalmente en el sector financiero. Es graduado de Matemáticas y de la maestría en Economía de la UANL. Es egresado del Instituto de Matemáticas Actuariales y Financieras de la Universidad de Liverpool donde realizó investigación y proyectos de consultoría en diversos campos, especialmente en el sector financiero. Actualmente es consultor en strata-digital.",2019-10-15,/speaker/jose-de-jesus-rocha/,/images/speakers/2019/10/jj-rocha.jpg,2019mty,jose-de-jesus-rocha
5550,Roberto Sánchez,"Roberto es un científico de datos con fuertes bases técnicas y matemáticas, complementadas con habilidades efectivas para la comunicación y colaboración. Su área de especialidad es el modelado matemático.",2019-10-21,/speaker/roberto-sanchez/,/images/speakers/2019/10/roberto-sanchez.png,2019mty,roberto-sanchez
5566,Mariana Franklin,"Mariana Franklin es investigadora independiente en Inteligencia Artificial y Ciencias Cognitivas y Neurociencia Computacional. En 2013 fundó Irrational Co para entender el rol de la irracionalidad de las decisiones humanas a través de Data Science, Machine Learning y Randomized Controlled Trials. Actualmente colabora con una red de investigadores que buscan entender los mecanismos físicos que dan origen la percepción y la conciencia. En 2018 habló en TEDx sobre el futuro de la Inteligencia Artificial. Speaker habitual de pláticas relacionadas al advenimiento de la Inteligencia Artificial General y otros temas bonitos y para nada polémicos.",2019-10-30,/speaker/mariana-franklin/,/images/speakers/2019/10/mariana-franklin.jpg,"2019mty,2020",mariana-franklin
5578,Pablo Mazzuchi,"Pablo tiene más de diez años de experiencia profesional, siempre relacionado con datos. Es graduado de ingeniería en sistemas de la Universidad Tecnológica Nacional en Argentina, donde comenzó su carrera profesional construyendo ETLs y diseñando dashboards. Posteriormente emigró a México para estudiar la maestría en ciencias en el Tec de Monterrey, donde se desempeñó como científico de datos. Actualmente colabora en Konfío como científico de datos.

Pablo se ha enfocado en los últimos años en el campo de machine learning, y dentro de las cinco tribus que define Pedro Domingos en su libro ""The Master Algorithm"", Pablo se identifica más con los ""analogizers"" aunque también simpatiza con los ""bayesians"".",2019-10-31,/speaker/pablo-mazzuchi/,/images/speakers/2019/10/Ponentes-DDM_2.png|/images/speakers/2019/10/pablo-mazzuchi.jpg,2019mty,pablo-mazzuchi
5586,Ludim Sánchez,"Egresada de la carrera de Ingeniería en Tecnología de Software de la UANL, presentando una tesis que involucró el uso de distintas herramientas y metodologías como: Diseño Centrado en el Usuario, sistemas de recomendación basados en filtros colaborativos, desarrollo web, recolección y limpieza de datos.",2019-10-31,/speaker/ludim-sanchez/,/images/speakers/2019/10/ludim_sanchez.png,2019mty,ludim-sanchez
5591,Ramón Valles,Ramón es un desarrollador que contribuye activamente a proyectos open source. Actualmente colabora para Iterative como uno de los principales desarrolladores de la herramienta open source DVC para control de versiones de modelos de machine learning.,2019-10-31,/speaker/ramon-valles/,/images/speakers/2019/10/ramon-valles.jpg,2019mty,ramon-valles
5593,Fernando Esponda,"El Dr. Esponda actualmente es director de la Licenciatura en Ciencia de Datos en el Instituto Tecnológico Autónomo de México, donde previamente dirigió la Maestría en Ciencia de Datos. Es Doctor en Computación por la Universidad de Nuevo México y cuenta con un Post-doctorado por la Universidad de Yale. Entre sus temas de interés se encuentran: bases de datos negativas y técnicas seguras para la recolección de información.",2019-11-01,/speaker/fernando-esponda/,/images/speakers/2019/11/fernando-esponda.jpg,2019mty,fernando-esponda
5655,Eunhye Ahn,Eunhye actualmente estudia el doctorado en la Escuela de Trabajo Social de la Universidad del Sur de California donde colabora como asistente de investigación para la Red de Datos Infantiles. Su investigación se enfoca en la utilización de datos públicos para mejorar el sistema de atención infantil. Otras áreas de interés incluyen el machine learning ético y machine learning guiado por humanos.,2020-01-13,/speaker/eunhye-ahn/,/images/speakers/2020/01/Eunhye-Ahn.png,2020,eunhye-ahn
5657,Antonio Sánchez Puente,Soy físico por la Universidad de Salamanca y realicé mi doctorado en la Universidad de Valencia sobre teorías de gravedad modificada y hoyos negros. Actualmente me enfoco en la inteligencia artificial y estoy colaborando en el departamento de cardiología de la Universidad de Salamanca en distintos proyectos que involucran análisis de imagenes médicas utilizando machine learning y redes neuronales.,2020-01-13,/speaker/antonio-sanchez-puente/,/images/speakers/2020/01/Antonio-Sánchez-Puente.jpg,,antonio-sanchez-puente
5659,Salvador E. Venegas-Andraca,"Salvador es Profesor del Tecnológico de Monterrey, donde dirige el Grupo de Procesamiento Cuántico de la Información. Es Doctor en física por la Universidad de Oxford, pionero de la computación cuántica en México, SNI nivel II y miembro de la Academia Mexicana de Ciencias. Salvador colabora con universidades y empresas en México y el extranjero para el desarrollo de algoritmos cuánticos.

Sus principales intereses consisten en:
<ul>
 	<li>Descubrir relaciones entre las ciencias computacionales y la física</li>
 	<li>Contribuir al desarrollo económico de la sociedad basándose en la ciencia, tecnología y transferencia de tecnología.</li>
</ul>
&nbsp;",2020-01-13,/speaker/salvador-e-venegas/,/images/speakers/2020/01/Salvador-E.-Venegas.jpg,"2019cdmx,2020",salvador-e-venegas
5661,Jigyasa Grover,"Jigyasa es una ardiente entusiasta del open source que actualmente se desempeña como ingeniera de machine learning en Twitter. Ha trabajado como investigadora en el Centro de Supercómputo en San Diego, el Consejo de Nacional de Investigación en Canada y el Instituto de Investigación y Desarrollo en Francia. Jigyasa es alumna del programa Google Summer of Code y en 2017 recibió el Red Hat Women in Open Source Academic Award. Jigyasa es una feminista de corazón y ha estado fuertemente involucrada en iniciativas como Women Who Code y Google Women Techmakers para reducir la brecha de género en tecnología.",2020-01-13,/speaker/jigyasa-grover/,/images/speakers/2020/01/Jigyasa-Grover.jpg,,jigyasa-grover
5663,Carlos Piña García,"Carlos es Doctor en Ciencias Computacionales por la Universidad de Essex y fue miembro investigador en el Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas (IIMAS) de la UNAM enfocando su investigación en el análisis cuantitativo de información de redes sociales. Actualmente se desempeña como investigador en el Centro de Estudios de Opinión y Análisis (CEOA) en la Universidad Veracruzana y también dirige el Laboratorio para el Análisis de Información Generada a través de las Redes Sociales en Internet (<a href=""https://www.uv.mx/LARSI"">LARSI</a>).",2020-01-13,/speaker/carlos-pina-garcia/,/images/speakers/2020/01/Carlos-Piña.jpg,2020,carlos-pina-garcia
5669,Grishma Jena,"Grishma Jena es una científica de datos que actualmente colabora con el equipo de UX Research and Design en IBM en San Francisco. En este rol, su labor consiste en colaborar con equipos de investigación de usuarios para entender el comportamiento de sus usuarios por medio del análisis de datos. Grishma tiene una maestría en ciencias computacionales por la Universidad de Pennsylvania y entre sus principales intereses están el machine learning y procesamiento de lenguaje natural. En los últimos años ha participado como conferencista en diversos congresos internacionales incluyendo PyCon y O'Reilly OSCON.",2020-01-13,/speaker/grishma-jena/,/images/speakers/2020/01/grishma_jena.jpg|/images/speakers/2020/01/Grishma-Jena.jpg,,grishma-jena
